Year,Month,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.
2009,12,-0.164,0.173,0.288,0.123,0.345,0.095,NaN,NaN,NaN,NaN
2010,1,-0.390,0.235,0.283,0.147,0.335,0.092,NaN,NaN,NaN,NaN
2010,2,0.699,0.153,0.240,0.146,0.333,0.093,NaN,NaN,NaN,NaN
2010,3,0.268,0.288,0.314,0.144,0.331,0.092,NaN,NaN,NaN,NaN
2010,4,0.925,0.205,0.388,0.149,0.332,0.097,NaN,NaN,NaN,NaN
2010,5,0.768,0.275,0.465,0.144,0.316,0.097,NaN,NaN,NaN,NaN
2010,6,0.839,0.350,0.611,0.140,0.325,0.102,NaN,NaN,NaN,NaN
2010,7,0.009,0.578,0.683,0.137,0.305,0.098,NaN,NaN,NaN,NaN
2010,8,1.024,0.286,0.712,0.144,0.291,0.096,NaN,NaN,NaN,NaN
2010,9,1.117,0.222,0.703,0.145,0.284,0.094,NaN,NaN,NaN,NaN
2010,10,-0.291,0.252,0.604,0.154,0.296,0.099,NaN,NaN,NaN,NaN
2010,11,0.777,0.248,0.736,0.145,0.316,0.096,NaN,NaN,NaN,NaN
2010,12,1.584,0.202,0.812,0.149,0.303,0.098,NaN,NaN,NaN,NaN
2011,1,0.471,0.222,0.869,0.137,0.302,0.104,NaN,NaN,NaN,NaN
2011,2,1.052,0.118,0.768,0.121,0.324,0.103,NaN,NaN,NaN,NaN
2011,3,0.164,0.176,0.644,0.127,0.342,0.121,NaN,NaN,NaN,NaN
2011,4,-0.267,0.220,0.707,0.114,NaN,NaN,NaN,NaN,NaN,NaN
2011,5,2.352,0.225,0.651,0.110,NaN,NaN,NaN,NaN,NaN,NaN
2011,6,1.755,0.516,0.529,0.123,NaN,NaN,NaN,NaN,NaN,NaN
2011,7,0.685,0.173,0.469,0.137,NaN,NaN,NaN,NaN,NaN,NaN
2011,8,-0.188,0.119,0.331,0.135,NaN,NaN,NaN,NaN,NaN,NaN
2011,9,-0.369,0.198,0.232,0.134,NaN,NaN,NaN,NaN,NaN,NaN
2011,10,0.466,0.284,0.280,0.128,NaN,NaN,NaN,NaN,NaN,NaN
2011,11,0.107,0.309,0.053,0.120,NaN,NaN,NaN,NaN,NaN,NaN
2011,12,0.125,0.344,-0.113,0.110,NaN,NaN,NaN,NaN,NaN,NaN
2012,1,-0.257,0.365,-0.149,0.120,NaN,NaN,NaN,NaN,NaN,NaN
2012,2,-0.601,0.124,-0.081,0.142,NaN,NaN,NaN,NaN,NaN,NaN
2012,3,-1.023,0.200,-0.024,0.146,NaN,NaN,NaN,NaN,NaN,NaN
2012,4,0.302,0.326,-0.055,0.148,NaN,NaN,NaN,NaN,NaN,NaN
2012,5,-0.369,0.127,-0.144,0.151,NaN,NaN,NaN,NaN,NaN,NaN
2012,6,-0.234,0.180,-0.045,0.167,NaN,NaN,NaN,NaN,NaN,NaN
2012,7,0.252,0.507,-0.006,0.152,NaN,NaN,NaN,NaN,NaN,NaN
2012,8,0.630,0.473,0.033,0.165,NaN,NaN,NaN,NaN,NaN,NaN
2012,9,0.315,0.375,0.161,0.176,NaN,NaN,NaN,NaN,NaN,NaN
2012,10,0.094,0.774,0.247,0.185,NaN,NaN,NaN,NaN,NaN,NaN
2012,11,-0.958,0.310,0.307,0.189,NaN,NaN,NaN,NaN,NaN,NaN
2012,12,1.309,0.666,0.361,0.198,NaN,NaN,NaN,NaN,NaN,NaN
2013,1,0.215,0.542,0.432,0.230,NaN,NaN,NaN,NaN,NaN,NaN
2013,2,-0.133,0.525,0.501,0.226,NaN,NaN,NaN,NaN,NaN,NaN
2013,3,0.508,0.505,0.614,0.324,NaN,NaN,NaN,NaN,NaN,NaN
2013,4,1.332,0.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,5,0.352,0.309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,6,0.414,0.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,7,1.105,0.905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,8,1.456,0.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
